year,month,day,gender,death,state,causes
1984,12,20,M,4821,sikkim,natural
1984,12,21,F,3884,sikkim,natural
1984,12,21,M,3956,sikkim,accident
1984,12,22,F,3558,sikkim,accident
1984,12,22,M,3519,sikkim,accident
1984,12,23,F,3978,sikkim,accident
1984,12,23,M,4108,sikkim,accident
1984,12,24,F,3604,sikkim,accident
1984,12,24,M,3934,sikkim,accident
1984,12,25,F,3381,sikkim,accident
1984,12,25,M,3439,sikkim,accident
1984,12,26,F,4078,sikkim,suicide
1984,12,26,M,4385,sikkim,suicide
1984,12,27,F,4755,sikkim,suicide
1984,12,27,M,4848,sikkim,suicide
1984,12,28,F,4003,sikkim,suicide
1984,12,28,M,4221,sikkim,suicide
1984,12,29,F,3668,sikkim,suicide
1984,12,29,M,3715,sikkim,suicide
1984,12,30,F,4580,sikkim,suicide
1984,12,30,M,5061,sikkim,suicide
1984,12,31,F,4817,sikkim,suicide
1984,12,31,M,4820,sikkim,suicide
1985,1,1,F,3469,sikkim,suicide
1985,1,1,M,3559,sikkim,homicide
1985,1,2,F,3928,sikkim,homicide
1985,1,2,M,3945,sikkim,homicide
1985,1,3,F,4107,sikkim,homicide
1985,1,3,M,4318,sikkim,homicide
1985,1,4,F,3722,sikkim,homicide
1985,1,4,M,3948,sikkim,homicide
1985,1,5,F,3529,sikkim,homicide
1985,1,5,M,3721,sikkim,homicide
1985,1,6,F,4040,sikkim,homicide
1985,1,6,M,4386,sikkim,homicide
1985,1,7,F,4166,sikkim,homicide
1985,1,7,M,4626,sikkim,homicide
1985,1,8,F,4060,sikkim,homicide
1985,1,8,M,4356,sikkim,homicide
1985,1,9,F,4122,sikkim,homicide
1985,1,9,M,4339,sikkim,homicide
1985,1,10,F,4271,sikkim,natural
1985,1,10,M,4581,sikkim,natural
1985,1,11,F,3782,sikkim,natural
1985,1,11,M,4146,sikkim,natural
1985,1,12,F,3571,sikkim,natural
1985,1,12,M,3669,sikkim,natural
1985,1,13,F,4140,sikkim,natural
1985,1,13,M,4479,sikkim,natural
1985,1,14,F,4446,sikkim,natural
1985,1,14,M,4742,sikkim,natural
1985,1,15,F,4297,sikkim,natural
1985,1,15,M,4596,sikkim,natural
1985,1,16,F,4229,sikkim,natural
1985,1,16,M,4407,sikkim,natural
1985,1,17,F,4417,sikkim,accident
1985,1,17,M,4595,sikkim,accident
1985,1,18,F,3716,sikkim,accident
1985,1,18,M,4160,sikkim,accident
1985,1,19,F,3701,sikkim,accident
1985,1,19,M,3747,sikkim,accident
1985,1,20,F,4384,sikkim,accident
1985,1,20,M,4518,sikkim,accident
1985,1,21,F,4470,sikkim,accident
1985,1,21,M,4632,sikkim,accident
1985,1,22,F,4101,sikkim,accident
1985,1,22,M,4457,sikkim,accident
1985,1,23,F,4233,sikkim,accident
1985,1,23,M,4514,sikkim,accident
1985,1,24,F,4291,sikkim,accident
1985,1,24,M,4480,sikkim,suicide
1985,1,25,F,3923,sikkim,suicide
1985,1,25,M,4154,sikkim,suicide
1985,1,26,F,3695,sikkim,suicide
1985,1,26,M,4013,sikkim,suicide
1985,1,27,F,4332,sikkim,suicide
1985,1,27,M,4451,sikkim,suicide
1985,1,28,F,4534,sikkim,suicide
1985,1,28,M,4615,sikkim,suicide
1985,1,29,F,4436,sikkim,suicide
1985,1,29,M,4464,sikkim,suicide
1985,1,30,F,4161,sikkim,suicide
1985,1,30,M,4456,sikkim,homicide
1985,1,31,F,4163,sikkim,homicide
1985,1,31,M,4514,sikkim,homicide
1985,2,1,F,3735,sikkim,homicide
1985,2,1,M,3964,sikkim,homicide
1985,2,2,F,3542,sikkim,homicide
1985,2,2,M,3774,sikkim,homicide
1985,2,3,F,4337,sikkim,homicide
1985,2,3,M,4544,sikkim,homicide
1985,2,4,F,4552,sikkim,homicide
1985,2,4,M,4541,sikkim,homicide
1985,2,5,F,4358,sikkim,homicide
1985,2,5,M,4471,sikkim,homicide
1985,2,6,F,4017,sikkim,homicide
1985,2,6,M,4408,sikkim,homicide
1985,2,7,F,4371,sikkim,homicide
1985,2,7,M,4598,sikkim,natural
1985,2,8,F,3816,sikkim,natural
1985,2,8,M,4036,sikkim,natural
1985,2,9,F,3652,sikkim,natural
1985,2,9,M,3912,sikkim,natural
1985,2,10,F,4293,sikkim,natural
1985,2,10,M,4440,sikkim,natural
1985,2,11,F,4473,sikkim,natural
1985,2,11,M,4653,sikkim,natural
1985,2,12,F,4364,sikkim,natural
1985,2,12,M,4584,sikkim,natural
1985,2,13,F,4207,sikkim,natural
1985,2,13,M,4555,sikkim,natural
1985,2,14,F,4583,sikkim,natural
1985,2,14,M,4636,sikkim,natural
1985,2,15,F,3824,sikkim,natural
1985,2,15,M,4173,sikkim,natural
1985,2,16,F,3748,sikkim,natural
1985,2,16,M,3797,sikkim,accident
1985,2,17,F,4119,sikkim,accident
1985,2,17,M,4254,sikkim,accident
1985,2,18,F,4399,sikkim,accident
1985,2,18,M,4833,sikkim,accident
1985,2,19,F,4217,sikkim,accident
1985,2,19,M,4579,sikkim,accident
1985,2,20,F,4374,sikkim,accident
1985,2,20,M,4610,sikkim,accident
1985,2,21,F,4472,sikkim,accident
1985,2,21,M,4447,sikkim,accident
1985,2,22,F,3860,sikkim,accident
1985,2,22,M,4057,sikkim,accident
1985,2,23,F,3495,sikkim,accident
1985,2,23,M,3782,sikkim,suicide
1985,2,24,F,4288,sikkim,suicide
1985,2,24,M,4566,sikkim,suicide
1985,2,25,F,4433,sikkim,suicide
1985,2,25,M,4717,sikkim,suicide
1985,2,26,F,4295,sikkim,suicide
1985,2,26,M,4525,sikkim,suicide
1985,2,27,F,4071,west bengal,suicide
1985,2,27,M,4470,west bengal,suicide
1985,2,28,F,4418,west bengal,suicide
1985,2,28,M,4556,west bengal,suicide
1985,2,29,F,3,west bengal,suicide
1985,2,29,M,4,west bengal,suicide
1985,2,31,F,1,west bengal,suicide
1985,3,1,F,3882,west bengal,suicide
1985,3,1,M,4039,west bengal,suicide
1985,3,2,F,3642,west bengal,suicide
1985,3,2,M,3745,west bengal,suicide
1985,3,3,F,4351,west bengal,suicide
1985,3,3,M,4612,west bengal,suicide
1985,3,4,F,4421,west bengal,suicide
1985,3,4,M,4616,west bengal,suicide
1985,3,5,F,4286,west bengal,suicide
1985,3,5,M,4568,west bengal,suicide
1985,3,6,F,4241,west bengal,suicide
1985,3,6,M,4599,west bengal,suicide
1985,3,7,F,4491,west bengal,suicide
1985,3,7,M,4564,west bengal,suicide
1985,3,8,F,3870,west bengal,suicide
1985,3,8,M,3934,west bengal,suicide
1985,3,9,F,3510,west bengal,suicide
1985,3,9,M,3636,west bengal,suicide
1985,3,10,F,4208,west bengal,suicide
1985,3,10,M,4360,west bengal,suicide
1985,3,11,F,4504,west bengal,suicide
1985,3,11,M,4735,west bengal,suicide
1985,3,12,F,4290,west bengal,suicide
1985,3,12,M,4643,west bengal,suicide
1985,3,13,F,4283,west bengal,suicide
1985,3,13,M,4327,west bengal,suicide
1985,3,14,F,4522,west bengal,suicide
1985,3,14,M,4576,west bengal,suicide
1985,3,15,F,3675,west bengal,suicide
1985,3,15,M,3916,west bengal,suicide
1985,3,16,F,3520,west bengal,suicide
1985,3,16,M,3715,west bengal,suicide
1985,3,17,F,4326,west bengal,suicide
1985,3,17,M,4674,west bengal,suicide
1985,3,18,F,4351,west bengal,suicide
1985,3,18,M,4739,west bengal,suicide
1985,3,19,F,4254,west bengal,suicide
1985,3,19,M,4613,west bengal,suicide
1985,3,20,F,4306,west bengal,suicide
1985,3,20,M,4620,west bengal,suicide
1985,3,21,F,4363,west bengal,suicide
1985,3,21,M,4709,west bengal,suicide
1985,3,22,F,3936,west bengal,suicide
1985,3,22,M,4102,west bengal,suicide
1985,3,23,F,3578,west bengal,suicide
1985,3,23,M,3944,west bengal,suicide
1985,3,24,F,4303,west bengal,suicide
1985,3,24,M,4481,west bengal,homicide
1985,3,25,F,4458,west bengal,homicide
1985,3,25,M,4748,west bengal,homicide
1985,3,26,F,4317,west bengal,homicide
1985,3,26,M,4595,west bengal,homicide
1985,3,27,F,4185,west bengal,homicide
1985,3,27,M,4368,west bengal,homicide
1985,3,28,F,4247,west bengal,homicide
1985,3,28,M,4552,west bengal,homicide
1985,3,29,F,3772,west bengal,homicide
1985,3,29,M,3858,west bengal,homicide
1985,3,30,F,3408,west bengal,homicide
1985,3,30,M,3763,west bengal,homicide
1985,3,31,F,4145,west bengal,homicide
1985,3,31,M,4377,west bengal,homicide
1985,4,1,F,4263,rajasthan,homicide
1985,4,1,M,4608,rajasthan,homicide
1985,4,2,F,4197,rajasthan,homicide
1985,4,2,M,4573,rajasthan,homicide
1985,4,3,F,4329,rajasthan,homicide
1985,4,3,M,4572,rajasthan,homicide
1985,4,4,F,4155,rajasthan,homicide
1985,4,4,M,4461,rajasthan,homicide
1985,4,5,F,3647,rajasthan,homicide
1985,4,5,M,3934,rajasthan,homicide
1985,4,6,F,3467,rajasthan,homicide
1985,4,6,M,3695,rajasthan,homicide
1985,4,7,F,4043,rajasthan,homicide
1985,4,7,M,4458,rajasthan,homicide
1985,4,8,F,4410,rajasthan,homicide
1985,4,8,M,4710,rajasthan,homicide
1985,4,9,F,4299,rajasthan,homicide
1985,4,9,M,4524,rajasthan,homicide
1985,4,10,F,4135,rajasthan,homicide
1985,4,10,M,4442,rajasthan,homicide
1985,4,11,F,4351,rajasthan,homicide
1985,4,11,M,4580,rajasthan,homicide
1985,4,12,F,3592,rajasthan,homicide
1985,4,12,M,3958,rajasthan,homicide
1985,4,13,F,3449,rajasthan,homicide
1985,4,13,M,3553,rajasthan,homicide
1985,4,14,F,4131,rajasthan,homicide
1985,4,14,M,4319,rajasthan,homicide
1985,4,15,F,4426,rajasthan,homicide
1985,4,15,M,4688,rajasthan,homicide
1985,4,16,F,4142,rajasthan,homicide
1985,4,16,M,4534,rajasthan,homicide
1985,4,17,F,4117,rajasthan,homicide
1985,4,17,M,4419,rajasthan,homicide
1985,4,18,F,4489,rajasthan,homicide
1985,4,18,M,4642,rajasthan,homicide
1985,4,19,F,3741,rajasthan,homicide
1985,4,19,M,3873,rajasthan,homicide
1985,4,20,F,3439,rajasthan,homicide
1985,4,20,M,3590,rajasthan,homicide
1985,4,21,F,4027,rajasthan,homicide
1985,4,21,M,4421,rajasthan,homicide
1985,4,22,F,4352,rajasthan,homicide
1985,4,22,M,4592,rajasthan,homicide
1985,4,23,F,4186,rajasthan,homicide
1985,4,23,M,4325,rajasthan,homicide
1985,4,24,F,4156,rajasthan,homicide
1985,4,24,M,4370,rajasthan,homicide
1985,4,25,F,4258,rajasthan,homicide
1985,4,25,M,4597,rajasthan,homicide
1985,4,26,F,3732,arunachal pradesh,homicide
1985,4,26,M,3905,arunachal pradesh,homicide
1985,4,27,F,3583,arunachal pradesh,homicide
1985,4,27,M,3579,arunachal pradesh,homicide
1985,4,28,F,4278,arunachal pradesh,homicide
1985,4,28,M,4471,arunachal pradesh,homicide
1985,4,29,F,4489,arunachal pradesh,homicide
1985,4,29,M,4762,arunachal pradesh,homicide
1985,4,30,F,4295,arunachal pradesh,homicide
1985,4,30,M,4366,arunachal pradesh,homicide
1985,4,31,F,2,arunachal pradesh,homicide
1985,4,31,M,2,arunachal pradesh,homicide
1985,5,1,F,4145,arunachal pradesh,homicide
1985,5,1,M,4509,arunachal pradesh,homicide
1985,5,2,F,4242,arunachal pradesh,homicide
1985,5,2,M,4429,arunachal pradesh,homicide
1985,5,3,F,3623,arunachal pradesh,homicide
1985,5,3,M,3956,arunachal pradesh,homicide
1985,5,4,F,3558,arunachal pradesh,homicide
1985,5,4,M,3638,arunachal pradesh,homicide
1985,5,5,F,4258,arunachal pradesh,homicide
1985,5,5,M,4259,arunachal pradesh,homicide
1985,5,6,F,4366,arunachal pradesh,homicide
1985,5,6,M,4595,arunachal pradesh,homicide
1985,5,7,F,4171,arunachal pradesh,homicide
1985,5,7,M,4296,arunachal pradesh,homicide
1985,5,8,F,4178,arunachal pradesh,homicide
1985,5,8,M,4373,arunachal pradesh,homicide
1985,5,9,F,4244,arunachal pradesh,homicide
1985,5,9,M,4617,arunachal pradesh,homicide
1985,5,10,F,3616,arunachal pradesh,homicide
1985,5,10,M,3852,arunachal pradesh,homicide
1985,5,11,F,3471,arunachal pradesh,homicide
1985,5,11,M,3757,arunachal pradesh,homicide
1985,5,12,F,4489,arunachal pradesh,homicide
1985,5,12,M,4549,arunachal pradesh,homicide
1985,5,13,F,4538,jammu and kashmir,homicide
1985,5,13,M,4709,jammu and kashmir,homicide
1985,5,14,F,4340,jammu and kashmir,homicide
1985,5,14,M,4565,jammu and kashmir,homicide
1985,5,15,F,4250,jammu and kashmir,homicide
1985,5,15,M,4584,jammu and kashmir,homicide
1985,5,16,F,4319,jammu and kashmir,homicide
1985,5,16,M,4599,jammu and kashmir,homicide
1985,5,17,F,3886,jammu and kashmir,homicide
1985,5,17,M,4123,jammu and kashmir,homicide
1985,5,18,F,3466,jammu and kashmir,homicide
1985,5,18,M,3803,jammu and kashmir,natural
1985,5,19,F,4356,jammu and kashmir,natural
1985,5,19,M,4472,jammu and kashmir,natural
1985,5,20,F,4655,jammu and kashmir,natural
1985,5,20,M,4899,jammu and kashmir,natural
1985,5,21,F,4332,jammu and kashmir,natural
1985,5,21,M,4711,jammu and kashmir,natural
1985,5,22,F,4396,uttar pradesh,natural
1985,5,22,M,4724,uttar pradesh,natural
1985,5,23,F,4433,uttar pradesh,natural
1985,5,23,M,4700,uttar pradesh,natural
1985,5,24,F,3791,uttar pradesh,natural
1985,5,24,M,4015,uttar pradesh,natural
1985,5,25,F,3641,uttar pradesh,natural
1985,5,25,M,3871,uttar pradesh,natural
1985,5,26,F,3631,uttar pradesh,natural
1985,5,26,M,3901,uttar pradesh,natural
1985,5,27,F,4375,uttar pradesh,natural
1985,5,27,M,4417,uttar pradesh,natural
1985,5,28,F,4256,uttar pradesh,natural
1985,5,28,M,4656,uttar pradesh,natural
1985,5,29,F,4396,uttar pradesh,natural
1985,5,29,M,4586,uttar pradesh,natural
1985,5,30,F,4395,uttar pradesh,natural
1985,5,30,M,4605,uttar pradesh,natural
1985,5,31,F,3695,uttar pradesh,natural
1985,5,31,M,3924,uttar pradesh,natural
1985,6,1,F,3470,uttar pradesh,natural
1985,6,1,M,3774,uttar pradesh,natural
1985,6,2,F,4129,uttar pradesh,natural
1985,6,2,M,4426,uttar pradesh,natural
1985,6,3,F,4388,maharastra,natural
1985,6,3,M,4608,maharastra,natural
1985,6,4,F,4259,maharastra,natural
1985,6,4,M,4483,maharastra,natural
1985,6,5,F,4320,maharastra,natural
1985,6,5,M,4463,maharastra,natural
1985,6,6,F,4447,maharastra,natural
1985,6,6,M,4665,maharastra,natural
1985,6,7,F,3701,maharastra,natural
1985,6,7,M,3941,maharastra,natural
1985,6,8,F,3595,maharastra,natural
1985,6,8,M,3554,maharastra,natural
1985,6,9,F,4211,maharastra,natural
1985,6,9,M,4412,maharastra,natural
1985,6,10,F,4412,maharastra,natural
1985,6,10,M,4585,maharastra,natural
1985,6,11,F,4332,maharastra,natural
1985,6,11,M,4512,maharastra,natural
1985,6,12,F,4384,maharastra,natural
1985,6,12,M,4570,maharastra,natural
1985,6,13,F,4251,maharastra,natural
1985,6,13,M,4512,maharastra,natural
1985,6,14,F,3970,maharastra,natural
1985,6,14,M,4021,maharastra,natural
1985,6,15,F,3529,maharastra,natural
1985,6,15,M,3742,maharastra,natural
1985,6,16,F,4207,maharastra,natural
1985,6,16,M,4474,maharastra,natural
1985,6,17,F,4417,maharastra,natural
1985,6,17,M,4795,maharastra,natural
1985,6,18,F,4396,maharastra,natural
1985,6,18,M,4654,maharastra,natural
1985,6,19,F,4354,maharastra,natural
1985,6,19,M,4761,maharastra,natural
1985,6,20,F,4372,maharastra,natural
1985,6,20,M,4667,maharastra,natural
1985,6,21,F,3841,maharastra,natural
1985,6,21,M,4118,maharastra,natural
1985,6,22,F,3667,maharastra,natural
1985,6,22,M,3746,maharastra,natural
1985,6,23,F,4301,maharastra,natural
1985,6,23,M,4858,maharastra,natural
1985,6,24,F,4551,odisha,natural
1985,6,24,M,4849,odisha,natural
1985,6,25,F,4492,odisha,natural
1985,6,25,M,4622,odisha,natural
1985,6,26,F,4337,odisha,natural
1985,6,26,M,4687,odisha,natural
1985,6,27,F,4339,odisha,natural
1985,6,27,M,4616,odisha,natural
1985,6,28,F,4002,odisha,natural
1985,6,28,M,4127,odisha,natural
1985,6,29,F,3451,odisha,natural
1985,6,29,M,3962,odisha,accident
1985,6,30,F,4194,odisha,accident
1985,6,30,M,4857,odisha,accident
1985,6,31,F,2,odisha,accident
1985,6,31,M,2,odisha,accident
1985,7,1,F,4629,odisha,accident
1985,7,1,M,4883,odisha,accident
1985,7,2,F,4548,odisha,accident
1985,7,2,M,4792,odisha,accident
1985,7,3,F,4513,odisha,accident
1985,7,3,M,4880,odisha,accident
1985,7,4,F,3757,odisha,accident
1985,7,4,M,4160,odisha,accident
1985,7,5,F,3830,odisha,accident
1985,7,5,M,4158,odisha,accident
1985,7,6,F,3664,odisha,accident
1985,7,6,M,4050,odisha,accident
1985,7,7,F,4631,odisha,accident
1985,7,7,M,4843,odisha,accident
1985,7,8,F,4874,odisha,accident
1985,7,8,M,5204,odisha,accident
1985,7,9,F,4484,odisha,accident
1985,7,9,M,4933,odisha,accident
1985,7,10,F,4527,odisha,suicide
1985,7,10,M,4697,odisha,suicide
1985,7,11,F,4563,kerala,suicide
1985,7,11,M,4888,kerala,suicide
1985,7,12,F,3861,kerala,suicide
1985,7,12,M,3992,kerala,suicide
1985,7,13,F,3666,kerala,suicide
1985,7,13,M,3733,kerala,suicide
1985,7,14,F,4483,kerala,suicide
1985,7,14,M,4812,kerala,suicide
1985,7,15,F,4686,kerala,suicide
1985,7,15,M,4938,kerala,suicide
1985,7,16,F,4632,kerala,suicide
1985,7,16,M,4738,kerala,suicide
1985,7,17,F,4587,kerala,suicide
1985,7,17,M,4899,kerala,suicide
1985,7,18,F,4641,kerala,suicide
1985,7,18,M,4827,kerala,suicide
1985,7,19,F,4140,kerala,suicide
1985,7,19,M,4230,kerala,homicide
1985,7,20,F,3825,kerala,homicide
1985,7,20,M,3990,kerala,homicide
1985,7,21,F,4796,kerala,natural
1985,7,21,M,4723,kerala,natural
1985,7,22,F,4908,kerala,natural
1985,7,22,M,5057,kerala,natural
1985,7,23,F,4653,kerala,natural
1985,7,23,M,5098,kerala,natural
1985,7,24,F,4743,kerala,natural
1985,7,24,M,4755,kerala,natural
1985,7,25,F,4651,maharastra,natural
1985,7,25,M,4844,maharastra,natural
1985,7,26,F,3845,maharastra,natural
1985,7,26,M,4287,maharastra,natural
1985,7,27,F,3904,maharastra,natural
1985,7,27,M,4048,maharastra,natural
1985,7,28,F,4535,maharastra,accident
1985,7,28,M,4838,maharastra,accident
1985,7,29,F,4809,maharastra,accident
1985,7,29,M,5063,maharastra,accident
1985,7,30,F,4495,maharastra,accident
1985,7,30,M,4894,maharastra,accident
1985,7,31,F,4569,maharastra,accident
1985,7,31,M,4891,maharastra,accident
1985,8,1,F,4796,maharastra,accident
1985,8,1,M,4912,maharastra,accident
1985,8,2,F,4111,maharastra,accident
1985,8,2,M,4467,maharastra,accident
1985,8,3,F,3921,maharastra,accident
1985,8,3,M,4154,maharastra,accident
1985,8,4,F,4658,maharastra,accident
1985,8,4,M,4932,maharastra,accident
1985,8,5,F,4851,maharastra,accident
1985,8,5,M,4766,maharastra,accident
1985,8,6,F,4646,maharastra,suicide
1985,8,6,M,5007,maharastra,suicide
1985,8,7,F,4426,maharastra,suicide
1985,8,7,M,4840,maharastra,suicide
1985,8,8,F,4598,maharastra,suicide
1985,8,8,M,4655,maharastra,suicide
1985,8,9,F,4000,maharastra,suicide
1985,8,9,M,4016,maharastra,suicide
1985,8,10,F,3780,maharastra,suicide
1985,8,10,M,3906,maharastra,suicide
1985,8,11,F,4548,maharastra,suicide
1985,8,11,M,4847,maharastra,suicide
1985,8,12,F,4824,maharastra,suicide
1985,8,12,M,5000,maharastra,suicide
1985,8,13,F,4609,maharastra,suicide
1985,8,13,M,4884,maharastra,suicide
1985,8,14,F,4673,maharastra,suicide
1985,8,14,M,4895,maharastra,suicide
1985,8,15,F,4582,maharastra,suicide
1985,8,15,M,5061,maharastra,homicide
1985,8,16,F,4163,maharastra,homicide
1985,8,16,M,4342,maharastra,homicide
1985,8,17,F,3946,maharastra,homicide
1985,8,17,M,4099,maharastra,homicide
1985,8,18,F,4430,maharastra,homicide
1985,8,18,M,4685,maharastra,homicide
1985,8,19,F,4642,maharastra,homicide
1985,8,19,M,4882,maharastra,homicide
1985,8,20,F,4672,maharastra,homicide
1985,8,20,M,4808,maharastra,homicide
1985,8,21,F,4531,maharastra,homicide
1985,8,21,M,4747,maharastra,homicide
1985,8,22,F,4660,maharastra,homicide
1985,8,22,M,4783,maharastra,homicide
1985,8,23,F,4059,maharastra,homicide
1985,8,23,M,4306,maharastra,homicide
1985,8,24,F,3934,maharastra,homicide
1985,8,24,M,4048,maharastra,homicide
1985,8,25,F,4477,maharastra,homicide
1985,8,25,M,4937,maharastra,homicide
1985,8,26,F,4922,maharastra,homicide
1985,8,26,M,4985,maharastra,homicide
1985,8,27,F,4679,maharastra,homicide
1985,8,27,M,4778,maharastra,homicide
1985,8,28,F,4604,maharastra,natural
1985,8,28,M,4767,maharastra,natural
1985,8,29,F,4674,maharastra,natural
1985,8,29,M,4913,maharastra,natural
1985,8,30,F,4003,maharastra,natural
1985,8,30,M,4278,maharastra,natural
1985,8,31,F,3786,maharastra,natural
1985,8,31,M,3874,maharastra,natural
1985,9,1,F,3780,maharastra,natural
1985,9,1,M,4024,maharastra,natural
1985,9,2,F,4668,maharastra,natural
1985,9,2,M,4757,maharastra,natural
1985,9,3,F,4543,maharastra,accident
1985,9,3,M,4986,maharastra,accident
1985,9,4,F,4525,maharastra,accident
1985,9,4,M,4788,maharastra,accident
1985,9,5,F,4673,maharastra,accident
1985,9,5,M,4852,maharastra,accident
1985,9,6,F,4142,maharastra,accident
1985,9,6,M,4324,maharastra,accident
1985,9,7,F,3832,maharastra,accident
1985,9,7,M,4150,maharastra,accident
1985,9,8,F,4428,maharastra,accident
1985,9,8,M,4825,maharastra,accident
1985,9,9,F,4719,maharastra,accident
1985,9,9,M,4943,maharastra,accident
1985,9,10,F,4551,maharastra,accident
1985,9,10,M,4714,maharastra,accident
1985,9,11,F,4559,maharastra,accident
1985,9,11,M,4783,maharastra,suicide
1985,9,12,F,4825,maharastra,suicide
1985,9,12,M,5188,maharastra,suicide
1985,9,13,F,4072,maharastra,suicide
1985,9,13,M,4238,maharastra,suicide
1985,9,14,F,3808,maharastra,suicide
1985,9,14,M,3937,maharastra,suicide
1985,9,15,F,4600,maharastra,suicide
1985,9,15,M,4782,maharastra,suicide
1985,9,16,F,4737,maharastra,suicide
1985,9,16,M,5076,maharastra,suicide
1985,9,17,F,4632,maharastra,suicide
1985,9,17,M,4959,maharastra,suicide
1985,9,18,F,4711,maharastra,suicide
1985,9,18,M,5032,maharastra,suicide
1985,9,19,F,4817,maharastra,suicide
1985,9,19,M,5093,maharastra,suicide
1985,9,20,F,4189,maharastra,suicide
1985,9,20,M,4352,maharastra,suicide
1985,9,21,F,4014,maharastra,suicide
1985,9,21,M,4203,maharastra,suicide
1985,9,22,F,4677,maharastra,suicide
1985,9,22,M,4893,maharastra,homicide
1985,9,23,F,4736,maharastra,homicide
1985,9,23,M,5197,maharastra,homicide
1985,9,24,F,4646,maharastra,homicide
1985,9,24,M,4933,maharastra,homicide
1985,9,25,F,4518,maharastra,homicide
1985,9,25,M,4912,maharastra,homicide
1985,9,26,F,4666,maharastra,homicide
1985,9,26,M,4913,maharastra,homicide
1985,9,27,F,4234,maharastra,homicide
1985,9,27,M,4398,maharastra,homicide
1985,9,28,F,3999,maharastra,homicide
1985,9,28,M,3972,maharastra,homicide
1985,9,29,F,4682,maharastra,homicide
1985,9,29,M,4714,maharastra,homicide
1985,9,30,F,4628,maharastra,homicide
1985,9,30,M,5037,maharastra,homicide
1985,9,31,F,6,maharastra,homicide
1985,9,31,M,2,maharastra,homicide
1985,10,1,F,4777,maharastra,homicide
1985,10,1,M,4955,maharastra,homicide
1985,10,2,F,4618,maharastra,homicide
1985,10,2,M,4817,maharastra,homicide
1985,10,3,F,4472,maharastra,homicide
1985,10,3,M,4814,maharastra,homicide
1985,10,4,F,4108,maharastra,homicide
1985,10,4,M,4202,maharastra,homicide
1985,10,5,F,3893,maharastra,homicide
1985,10,5,M,4072,maharastra,homicide
1985,10,6,F,4567,maharastra,homicide
1985,10,6,M,4614,maharastra,homicide
1985,10,7,F,4664,maharastra,homicide
1985,10,7,M,4800,maharastra,homicide
1985,10,8,F,4475,maharastra,homicide
1985,10,8,M,4777,maharastra,homicide
1985,10,9,F,4569,maharastra,homicide
1985,10,9,M,4660,maharastra,homicide
1985,10,10,F,4504,maharastra,homicide
1985,10,10,M,4708,maharastra,homicide
1985,10,11,F,3925,maharastra,homicide
1985,10,11,M,4060,maharastra,homicide
1985,10,12,F,3692,maharastra,homicide
1985,10,12,M,3909,maharastra,homicide
1985,10,13,F,4430,maharastra,homicide
1985,10,13,M,4467,maharastra,homicide
1985,10,14,F,4498,maharastra,natural
1985,10,14,M,4711,maharastra,natural
1985,10,15,F,4489,maharastra,natural
1985,10,15,M,4745,maharastra,natural
1985,10,16,F,4363,maharastra,natural
1985,10,16,M,4362,maharastra,natural
1985,10,17,F,4342,maharastra,natural
1985,10,17,M,4641,maharastra,natural
1985,10,18,F,3887,maharastra,natural
1985,10,18,M,3832,maharastra,natural
1985,10,19,F,3660,maharastra,natural
1985,10,19,M,3674,maharastra,natural
1985,10,20,F,4169,maharastra,natural
1985,10,20,M,4435,maharastra,natural
1985,10,21,F,4385,maharastra,natural
1985,10,21,M,4534,maharastra,natural
1985,10,22,F,4225,maharastra,natural
1985,10,22,M,4347,maharastra,natural
1985,10,23,F,4212,maharastra,natural
1985,10,23,M,4421,maharastra,natural
1985,10,24,F,4377,maharastra,natural
1985,10,24,M,4509,maharastra,natural
1985,10,25,F,3737,maharastra,natural
1985,10,25,M,3960,maharastra,natural
1985,10,26,F,3541,maharastra,natural
1985,10,26,M,3901,maharastra,accident
1985,10,27,F,4065,maharastra,accident
1985,10,27,M,4532,maharastra,accident
1985,10,28,F,4196,maharastra,accident
1985,10,28,M,4565,maharastra,accident
1985,10,29,F,4231,maharastra,accident
1985,10,29,M,4482,maharastra,accident
1985,10,30,F,4236,maharastra,accident
1985,10,30,M,4291,maharastra,accident
1985,10,31,F,4132,maharastra,accident
1985,10,31,M,4416,maharastra,accident
1985,11,1,F,3773,maharastra,accident
1985,11,1,M,3943,maharastra,accident
1985,11,2,F,3484,maharastra,accident
1985,11,2,M,3738,maharastra,accident
1985,11,3,F,4309,maharastra,accident
1985,11,3,M,4502,maharastra,accident
1985,11,4,F,4374,maharastra,accident
1985,11,4,M,4628,maharastra,accident
1985,11,5,F,4145,maharastra,accident
1985,11,5,M,4469,maharastra,accident
1985,11,6,F,4344,maharastra,accident
1985,11,6,M,4469,maharastra,accident
1985,11,7,F,4352,maharastra,accident
1985,11,7,M,4561,maharastra,suicide
1985,11,8,F,3911,maharastra,suicide
1985,11,8,M,4013,maharastra,suicide
1985,11,9,F,3614,maharastra,suicide
1985,11,9,M,3908,maharastra,suicide
1985,11,10,F,4295,maharastra,suicide
1985,11,10,M,4637,maharastra,suicide
1985,11,11,F,4308,maharastra,suicide
1985,11,11,M,4618,maharastra,suicide
1985,11,12,F,4150,maharastra,suicide
1985,11,12,M,4368,maharastra,suicide
1985,11,13,F,4377,maharastra,suicide
1985,11,13,M,4445,maharastra,suicide
1985,11,14,F,4381,maharastra,suicide
